Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Forward P/E Ratio,Payout Ratio,Beta
PMTS,CPI Card Group Inc,Industrials,32.61,0,,,0,366.503594,0,N/A,
PNBK,Patriot National Bancorp Inc,Financial Services,9.27,0,,,0,36.591249,0,N/A,
PNC,PNC Financial Services Group,Financial Services,188.92,0.026466229,0.086956522,0.178445398,4.654369493,80264.23929,14.26412641,0.35260375,1.017572313
PNFP,Pinnacle Financial Partners Inc.,Financial Services,90.32,0.00596677,,,0.538918635,6874.070767,14.82928542,0.0880586,1.118804929
PNM,PNM Resources Inc,Utilities,49.41,0.025850516,0.06504065,0.08282363,1.277273975,4241.101124,21.01281808,0.527799163,0.173509841
PNR,Pentair plc,Industrials,76.22,0.010495933,0.052631579,-0.100688358,0.786440147,12642.08556,26.64296219,0.277894045,0.808770156
PNRG,PrimeEnergy Resources Corp,Energy,51.27,0,,,0,102.241455,0,N/A,
PNW,Pinnacle West Capital Corp.,Utilities,73.82,0.045651585,0.060702875,0.048497401,3.270664413,8325.832106,14.39660828,0.640051744,0.554093952
POAI,Predictive Oncology Inc,Healthcare,1.01,0,,,0,66.056873,0,N/A,1.539977168
PODD,Insulet Corporation,Healthcare,292.45,0,,,0,20142.16299,N/A,0,1.223526611
POOL,Pool Corporation,Consumer Cyclical,464.04,0.005933994,0.379310345,0.208775527,2.753610712,18608.3873,34.67696437,0.209559415,0.708898179
POR,Portland General Electric Co,Utilities,48.54,0.035434693,0.116883117,0.06087373,1.630512547,4339.740786,26.6241766,0.895886015,0.556644124
POST,Post Holdings Inc,Consumer Defensive,107.69,0,,,0,6860.635368,36.6095804,0,0.848932023
POWI,Power Integrations Inc.,Technology,107.19,0.004655502,0.181818182,0,0.499023243,6462.549736,52.21123258,0.24704121,1.765399776
POWL,"Powell Industries, Inc.",Industrials,23.25,0.044246618,0,0,1.028733872,271.831397,770.0606154,34.06403551,1.131504033
PPBI,"Pacific Premier Bancorp, Inc.",Financial Services,38.37,0.031946961,,,1.225804902,3631.702006,12.26201403,0.390383727,1.242978079
PPC,Pilgrim`s Pride Corp.,Consumer Defensive,28.26,0,,,0,6886.270252,N/A,0,0.831303632
PPG,"PPG Industries, Inc.",Basic Materials,146.74,0.016082868,0.092592593,0.080832522,2.198832841,34829.70455,22.86914284,0.344644646,0.842096901
PPIH,Perma-Pipe International Holdings Inc,Industrials,7.78,0,,,0,63.363463,0,N/A,
PPL,PPL Corp,Utilities,28.68,0.057880056,0,0.017777627,1.62536637,22072.29506,N/A,N/A,0.555388591
PPSI,Pioneer Power Solutions Inc,Industrials,3.39,0,,,0,29.581293,0,N/A,0.51768643
PQG,PQ Group Holdings Inc,Basic Materials,15.65,0,,,0,2142.867768,N/A,0,1.132544735
PRA,Proassurance Corporation,Financial Services,23.63,0.00843689,0,-0.30574077,0.199363708,1275.590785,N/A,N/A,0.93741884
PRAA,PRA Group Inc,Financial Services,40.76,0,,,0,1868.298675,10.00738476,0,0.585573915
PRAH,PRA Health Sciences Inc,Healthcare,165.21,0,,,0,0,0,0,
PRCP,"Perceptron, Inc.",Technology,6.975,0,,,0,0,0,N/A,
PRFT,Perficient Inc.,Technology,115.5,0,,,0,3803.563995,84.9692609,0,1.178667165
PRGO,Perrigo Company plc,Healthcare,43.94,0.021847975,0.066666667,0.106034434,0.937220039,5875.427477,N/A,N/A,0.617788946
PRGS,Progress Software Corp.,Technology,46.09,0.015100873,0.060606061,0.069610376,0.695999238,2016.656289,27.19478248,0.42181772,1.093805016
PRGX,PRGX Global Inc,Industrials,7.71,0,,,0,0,0,0,
PRI,Primerica Inc,Financial Services,149.25,0.012073257,0.175,0.211616197,1.801933678,5890.877948,13.5002577,0.163663368,1.190998807
PRIM,Primoris Services Corp,Industrials,26.14,0.009153655,0,0.017554577,0.239276531,1404.533725,11.91373227,0.102254928,1.315973628
PRK,Park National Corp.,Financial Services,117.91,0.027587687,0.009803922,0.018455069,3.252864215,1926.26183,12.19083615,0.338487431,0.924465863
PRLB,Proto Labs Inc,Industrials,75.94,0,,,0,2108.175124,51.54084356,0,1.314784251
PRMW,Primo Water Corporation,Consumer Defensive,16.67,0.016217101,0.2792,-0.009258743,0.27033908,2675.038701,0,N/A,1.006994484
PRO,Pros Holdings Inc,Technology,39.66,0,,,0,1760.059401,N/A,0,1.424965086
PROV,"Provident Financial Holdings, Inc.",Financial Services,17.35,0.031878936,0,0.014931979,0.553099537,130.399043,17.24626944,0.553099537,
PRPH,ProPhase Labs Inc,Healthcare,5.09,0,,,0,77.135148,0,N/A,1.5050989
PRSC,Providence Service Corp,Healthcare,155.58,0,,,0,2206.689778,75.23917548,0,0.797269309
PRSP,Perspecta Inc,Technology,29.34,0.009503253,,,0.278825432,4725.820411,N/A,N/A,0.943665961
PRTA,Prothena Corporation plc,Healthcare,77.07,0,,,0,3404.628289,N/A,0,1.276175824
PRTK,Paratek Pharmaceuticals Inc.,Healthcare,4.8,0,,,0,234.214382,N/A,0,1.005153614
PRTS,CarParts.com Inc,Consumer Cyclical,16.41,0,,,0,856.872306,N/A,0,1.600503363
PRTY,Party City Holdco Inc,Consumer Cyclical,7.11,0,,,0,795.703122,5.003257872,0,2.101234641
PRU,Prudential Financial Inc.,Financial Services,103.14,0.044599573,0.045454545,0.104383629,4.473371384,39812.04,5.524079367,0.24592476,1.124125807
PRVB,Provention Bio Inc,Healthcare,6.67,0,,,0,422.709502,0,N/A,
PS,Pluralsight Inc,Technology,22.45,0,,,0,0,0,0,
PSA,Public Storage,Real Estate,311.04,0.025720165,0,0,7.91951928,54502.99333,42.8772208,1.089342404,0.376415192
PSB,"PS Business Parks, Inc.",Real Estate,154.02,0.027269186,0,0.069610376,4.158203238,4242.105399,32.38520333,0.875411208,0.895358405
PSMT,Pricesmart Inc.,Consumer Defensive,82.51,0.008466327,,,0.698556664,2539.927278,26.1046196,0.218298958,0.94900953
PSN,Parsons Corp,Industrials,34.48,0,,,0,3534.295854,45.30567689,0,0.727104084
PSTG,Pure Storage Inc,Technology,26.27,0,,,0,7488.896134,N/A,0,1.623442686
PSTV,Plus Therapeutics Inc,Healthcare,1.97,0,,,0,23.812424,N/A,0,1.239781858
PSX,Phillips 66,Energy,66.02,0.054528931,0,0.073940924,3.537495739,28916.06072,N/A,N/A,1.476943848
PTC,PTC Inc,Technology,123.14,0,,,0,14454.39276,60.88982821,0,1.545121654
PTCT,PTC Therapeutics Inc,Healthcare,42.63,0,,,0,3009.887953,N/A,0,0.938880265
PTE,PolarityTE Inc,Healthcare,0.7699,0,,,0,62.656288,N/A,0,0.323605607
PTEN,Patterson-UTI Energy Inc,Energy,7.88,0.010152284,,,0.059799713,1489.546779,N/A,N/A,1.826277645
PTGX,Protagonist Therapeutics Inc,Healthcare,17.53,0,,,0,833.561545,0,N/A,1.680425658
PTI,Proteostasis Therapeutics Inc,Healthcare,1.11,0,,,0,57.925078,0,N/A,0.744602461
PTN,Palatin Technologies Inc.,Healthcare,0.48,0,,,0,110.423852,N/A,0,1.261672073
PTSI,"P.A.M. Transportation Services, Inc.",Industrials,41.89,0,,,0,239.872319,5.079888168,0,1.302877079
PTVCA,Protective Insurance Corp.,Financial Services,23.27,0,,,0.400000006,0,0,N/A,
PTVCB,Protective Insurance Corp.,Financial Services,23.3,0,,,0.400000006,0,0,0.144404334,
PULM,Pulmatrix Inc,Healthcare,0.8,0,,,0,44.99925,0,N/A,0.956604266
PUMP,ProPetro Holding Corp,Energy,7.79,0,,,0,804.395174,N/A,0,1.91034949
PVAC,Penn Virginia Corp.,Energy,21.33,0,,,0,326.953279,0,N/A,1.563486413
PVBC,Provident Bancorp Inc,Financial Services,15.62,0.008933494,,,0.139541182,282.659536,0,N/A,0.531008584
PVH,PVH Corp,Consumer Cyclical,109.98,0,,,0,7814.249029,26.58812191,0,1.65668687
PW,Power REIT,Real Estate,47.5,0,,,0,157.815568,0,N/A,0.970307424
PWOD,"Penns Woods Bancorp, Inc.",Financial Services,23.92,0.052507664,0,-0.0740012,1.255983314,168.997192,10.97241865,0.573508363,0.998536891
PWR,"Quanta Services, Inc.",Industrials,118.42,0.00194031,,,0.229771475,16501.36422,30.57178257,0.061766526,0.995101072
PXD,Pioneer Natural Resources Co.,Energy,157.05,0.020011577,,,3.142818161,38313.76802,147.9296062,2.38092285,1.167024165
PXLW,Pixelworks Inc,Technology,5.41,0,,,0,283.669114,N/A,0,1.502363087
PYPL,PayPal Holdings Inc,Financial Services,276.34,0,,,0,324708.3843,66.68892675,0,1.47889119
PZG,Paramount Gold Nevada Corp,Basic Materials,0.8502,0,,,0,32.049496,0,N/A,0.801445291
PZN,Pzena Investment Management Inc,Financial Services,9.67,0.03190486,0,0,0.308519991,171.029867,11.05844218,1.626357361,1.630854441
PZZA,"Papa John`s International, Inc.",Consumer Cyclical,129.12,0.00791204,0.555555556,0.118426915,1.021602595,4721.116952,N/A,N/A,0.649440674
QADA,"QAD, Inc.",Technology,87.38,0.003291322,0,0,0.287595674,1835.991042,0,N/A,1.103471317
QADB,"QAD, Inc.",Technology,87.49,0.002053898,0,0,0.179695516,1835.991042,265.1250602,0.691136601,
QCOM,"Qualcomm, Inc.",Technology,133.6,0.020359281,0.046153846,0.051106226,2.670908367,150700.8,16.37340287,0.333446737,1.570714448
QCRH,"QCR Holding, Inc.",Financial Services,50.81,0.004714906,0,0.084471771,0.239564384,801.23107,0,N/A,0.990612192
QDEL,Quidel Corp.,Healthcare,153.48,0,,,0,6389.795851,7.103285348,0,-0.083167307
QEP,QEP Resources Inc,Energy,4.08,0,,,0,989.66855,309.2714218,0,1.716235672
QLYS,Qualys Inc,Technology,119.3,0,,,0,4646.130268,68.39685949,0,0.751897366
QNST,QuinStreet Inc,Communication Services,18.07,0,,,0,978.038461,41.52147998,0,1.135513102
QRHC,Quest Resource Holding Corp,Industrials,5.86,0,,,0,110.174012,0,N/A,0.394839662
QRTEA,Qurate Retail Inc,Consumer Cyclical,10.37,0,,,0,4222.052238,0,N/A,1.113641867
QRVO,Qorvo Inc,Technology,175.3,0,,,0,19483.10951,21.12413818,0,1.788450292
QTRX,Quanterix Corp,Healthcare,50.27,0,,,0,1836.003167,N/A,0,2.006273189
QTS,Qts Realty Trust Inc,Real Estate,77.95,0.024627146,,,1.919686046,6000.024381,N/A,N/A,0.511585849
QTWO,Q2 Holdings Inc,Technology,87.12,0,,,0,4919.139063,N/A,0,1.064363295
QUAD,Quad/Graphics Inc,Industrials,4.01,0,,,0,164.679404,0,N/A,1.760679567
QUIK,Quicklogic Corp,Technology,5.97,0,,,0,68.905609,N/A,0,1.838250294
QUMU,Qumu Corp,Technology,2.62,0,,,0,46.218744,N/A,0,0.735669873
QUOT,Quotient Technology Inc,Communication Services,6.33,0,,,0,595.735366,N/A,0,1.233544608
R,"Ryder System, Inc.",Industrials,78.56,0.029531568,,,1.687272361,4224.453937,16.26691954,0.344341298,1.280078511
RAD,Rite Aid Corp.,Healthcare,17.4,0,,,0,958.510529,N/A,0,0.753039132
RAIL,FreightCar America Inc,Industrials,4.94,0,,,0,77.681115,N/A,0,2.104666925
RAMP,LiveRamp Holdings Inc,Technology,47.91,0,,,0,3254.151835,N/A,0,1.491039136
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,98.27,0,,,0,6666.249616,N/A,0,1.46570659
RAVE,Rave Restaurant Group Inc,Consumer Cyclical,1.28,0,,,0,23.046277,0,N/A,1.77533004
RAVN,"Raven Industries, Inc.",Industrials,57.35,0,,,0,2059.876482,80.83335879,0,1.635731025
RBB,RBB Bancorp,Financial Services,24.1,0.019350194,,,0.466339671,466.422652,10.27928709,0.203641778,0.934684602
RBBN,Ribbon Communications Inc,Communication Services,6.22,0,,,0,921.271792,0,N/A,1.307050906
RBC,Regal Beloit Corp,Industrials,142.66,0.008592433,0.1,0.065762757,1.225796549,5805.840012,22.27874141,0.192432739,1.01836218
RBCAA,"Republic Bancorp, Inc. (KY)",Financial Services,48.78,0.024575096,0.076923077,0.08063962,1.198773196,889.394374,9.803729875,0.271215655,0.977071608
RBCN,Rubicon Technology Inc,Technology,10.19,0,,,0,24.921489,N/A,0,
RBNC,Reliant Bancorp Inc,Financial Services,28.13,0.016248327,,,0.457065446,464.031383,9.479120441,0.156529262,1.086919856
RC,Ready Capital Corp,Real Estate,15.15,0.086972326,0.4,0.037137289,1.31763074,1079.00874,9.358271811,0.679191103,1.243390725
RCII,Rent-a-Center Inc.,Industrials,61.98,0.019507174,,,1.209054647,4119.29474,0,N/A,1.162351019
RCKT,Rocket Pharmaceuticals Inc,Healthcare,34.2,0,,,0,2203.497758,0,N/A,0.952987189
RCKY,"Rocky Brands, Inc",Consumer Cyclical,48.83,0.01173953,0.107142857,0.070995886,0.573241258,355.918696,0,N/A,1.076286617
RCL,Royal Caribbean Group,Consumer Cyclical,83.79,0,,,0,21340.82769,N/A,0,1.655944415
RCM,R1 RCM Inc,Healthcare,21.62,0,,,0,6029.178653,0,N/A,1.080557648
RCMT,"RCM Technologies, Inc.",Industrials,7.11,0,,,0,78.596997,0,N/A,0.76721916
RCUS,Arcus Biosciences Inc,Healthcare,36.39,0,,,0,2598.029006,0,N/A,1.527093471
RDFN,Redfin Corp,Real Estate,51.19,0,,,0,5370.466985,N/A,0,1.670862377
RDI,Reading International Inc,Communication Services,4.61,0,,,0,135.632076,26.88978514,0,0.964565842
RDN,"Radian Group, Inc.",Financial Services,21.94,0.0239459,0.12,1.236853829,0.525373056,4071.131396,7.219214081,0.181789985,1.341094188
RDNT,Radnet Inc,Healthcare,28.61,0,,,0,1520.296147,62.1976086,0,1.443305503
RDUS,Radius Health Inc.,Healthcare,12.8,0,,,0,605.006669,N/A,0,1.17573979
RDVT,Red Violet Inc,Technology,29.94,0,,,0,382.495925,0,N/A,0.929277424
RE,Everest Re Group Ltd,Financial Services,255.86,0.024232002,0,0.04396115,6.146177776,10153.69997,7.678341028,0.183907175,0.950152174
REED,Reeds Inc,Consumer Defensive,0.6179,0,,,0,57.877368,0,N/A,0.576389525
REFR,Research Frontiers Inc.,Technology,2.47,0,,,0,78.176478,N/A,0,1.372044494
REG,Regency Centers Corporation,Real Estate,68.31,0.034841165,0,0.023406614,2.348206208,11604.07429,51.04708448,1.752392692,1.11856414
REGI,Renewable Energy Group Inc,Energy,48.23,0,,,0,2422.83733,14.98770424,0,1.893802462
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,651.88,0,,,0,68516.7659,11.04147451,0,0.779682426
REI,Ring Energy Inc,Energy,2.6,0,,,0,258.312977,0,N/A,1.919342383
RELL,"Richardson Electronics, Ltd.",Technology,9.1,0.026053023,0,0,0.237082509,102.211746,61.75936314,1.853655269,0.730061414
RELV,"Reliv` International, Inc.",Consumer Defensive,3.78,0,,,0,4.000385,0,N/A,
REPH,Recro Pharma Inc,Healthcare,2.24,0,,,0,104.416558,0,N/A,1.750875448
REPL,Replimune Group Inc,Healthcare,32.58,0,,,0,1523.840329,0,N/A,1.095552691
RES,"RPC, Inc.",Energy,3.99,0,,,0,860.74449,N/A,0,1.330230878
RESI,Front Yard Residential Corp,Real Estate,16.23,0.009242145,,,0.150000006,953.46618,N/A,N/A,0.696760677
RESN,Resonant Inc,Technology,2.65,0,,,0,167.01421,0,N/A,2.180849034
RETA,Reata Pharmaceuticals Inc,Healthcare,109.94,0,,,0,3459.18811,N/A,0,1.005891236
REV,"Revlon, Inc.",Consumer Defensive,11.03,0,,,0,591.78991,N/A,0,0.746569917
REVG,REV Group Inc,Industrials,17.09,0.002925688,,,0.050000001,1106.532998,N/A,N/A,1.472830634
REX,REX American Resources Corp,Energy,73.7,0,,,0,440.058131,15.69170342,0,1.481540371
REXR,Rexford Industrial Realty Inc,Real Estate,59.59,0.015175016,0.11627907,0.121955145,0.904279207,8207.943404,97.03437136,1.381422559,0.805180862
REZI,Resideo Technologies Inc,Industrials,26.72,0,,,0,3852.568184,15.9857601,0,2.090626829
RF,Regions Financial Corp.,Financial Services,19.83,0.034291478,0.096774194,0.212012539,0.627897138,18928.51446,7.722772117,0.247203598,1.37354776
RFIL,RF Industries Ltd.,Industrials,8.19,0,,,0,82.232498,0,N/A,0.784494106
RFL,Rafael Holdings Inc,Healthcare,36.84,0,,,0,623.602395,0,N/A,1.111912698
RFP,Resolute Forest Products Inc,Basic Materials,10.39,0,,,0,821.934863,2.283152397,0,1.892185053
RGA,"Reinsurance Group Of America, Inc.",Financial Services,111.19,0.026261354,0.042857143,0.122296997,2.805296398,7560.579425,9.131134571,0.231460099,1.255159388
RGCO,"RGC Resources, Inc.",Utilities,22.95,0.031450585,0.057142857,-0.017914407,0.721790927,191.75542,0,N/A,0.488422226
RGEN,Repligen Corp.,Healthcare,306.9,0,,,0,16850.18062,168.6147781,0,1.034259603
RGLD,"Royal Gold, Inc.",Basic Materials,104.59,0.011473372,0.071428571,0.054577943,1.175290472,6861.847844,22.68139517,0.254943703,0.716513916
RGLS,Regulus Therapeutics Inc,Healthcare,0.79,0,,,0,68.761865,0,N/A,1.052947856
RGNX,Regenxbio Inc,Healthcare,45.04,0,,,0,1918.727781,N/A,0,1.20123813
RGR,"Sturm, Ruger & Co., Inc.",Industrials,74.29,0.041518698,-0.8,0.178445398,3.084424081,1307.251414,9.401845586,0.394427632,0.458564225
RGS,Regis Corp.,Consumer Cyclical,4.05,0,,,0,145.308075,N/A,0,1.554772603
RH,RH,Consumer Cyclical,672.15,0,,,0,14393.12234,26.95310977,0,1.449320656
RHE,Regional Health Properties Inc,Healthcare,8.39,0,,,0,14.486216,0,N/A,1.816957021
RHI,Robert Half International Inc.,Industrials,101.06,0.014558327,0.117647059,0.1155067,1.471264523,11315.69234,26.31703245,0.385147781,0.949931272
RHP,Ryman Hospitality Properties Inc,Real Estate,84.1,0,,,0,4629.733005,N/A,0,1.791135797
RIBT,RiceBran Technologies,Consumer Defensive,0.635,0,,,0,28.884632,0,N/A,1.444683607
RICK,RCI Hospitality Holdings Inc,Consumer Cyclical,68.6,0.002330359,0,0.059223841,0.159862622,617.393826,24.45802108,0.057298431,2.000320673
RIG,Transocean Ltd,Energy,3.35,0,,,0,2181.318816,18.1776568,0,1.408789804
RIGL,Rigel Pharmaceuticals,Healthcare,3.9,0,,,0,666.316193,N/A,0,1.141697172
RILY,B. Riley Financial Inc,Financial Services,59.98,0.030614971,-0.5,0.797215909,1.836285977,1654.266394,0,N/A,0.917177014
RIOT,Riot Blockchain Inc,Technology,29.3,0,,,0,2811.283198,0,N/A,3.215409861
RJF,"Raymond James Financial, Inc.",Financial Services,133.71,0.011462513,0.054054054,0.142896551,1.532652661,18343.9585,15.51942343,0.181809331,1.132491086
RKDA,Arcadia Biosciences Inc,Basic Materials,2.19,0,,,0,48.560294,N/A,0,1.519587558
RL,Ralph Lauren Corp,Consumer Cyclical,113.04,0.006081918,,,0.6875,8263.280068,48.23864605,0.297619048,1.200241919
RLGT,"Radiant Logistics, Inc.",Industrials,6.36,0,,,0,318.759855,0,N/A,0.98698352
RLGY,Realogy Holdings Corp,Real Estate,17.14,0,,,0,1998.253205,6.705547668,0,1.887362449
RLH,Red Lion Hotels Corporation,Consumer Cyclical,3.49,0,,,0,88.99938,0,0,1.138578445
RLI,RLI Corp.,Financial Services,102.59,0.009747539,0.041666667,-0.322389087,0.97667182,4637.420704,16.50216072,0.158808426,1.073608719
RLJ,RLJ Lodging Trust,Real Estate,14.26,0.002802262,0,-0.503067716,0.039960254,2375.68691,N/A,N/A,1.697727399
RM,Regional Management Corp,Financial Services,60.83,0.01469333,,,0.893795271,626.146731,0,N/A,1.391864371
RMAX,RE/MAX Holdings Inc,Real Estate,31.59,0.028537068,0.045454545,0.089249365,0.901485981,596.76729,0,N/A,1.356592391
RMBS,Rambus Inc.,Technology,23.37,0,,,0,2544.929784,N/A,0,1.193953588
RMCF,Rocky Mountain Chocolate Factory Inc,Consumer Defensive,7.925,0,,,0,48.534982,0,N/A,0.446473653
RMD,Resmed Inc.,Healthcare,285.95,0.005875153,0.076923077,0.049414523,1.585930475,41657.53514,87.79156202,0.489484715,0.827011374
RMR,RMR Group Inc (The),Real Estate,33.69,0.03767085,17.42105263,0.947294361,1.269130944,519.093263,0,N/A,1.091149266
RMTI,Rockwell Medical Inc,Healthcare,0.61,0,,,0,57.272217,N/A,0,1.948268545
RNDB,Randolph Bancorp Inc,Financial Services,21.32,0,,,0,111.705436,0,N/A,
RNET,RigNet Inc,Energy,9.6,0,,,0,0,0,N/A,
RNG,RingCentral Inc.,Technology,232.81,0,,,0,18952.51989,N/A,0,0.812428314
RNR,RenaissanceRe Holdings Ltd,Financial Services,144,0.01,0.028571429,0.030358033,1.424908224,6783.176016,17.11505626,0.178113528,0.733618557
RNST,Renasant Corp.,Financial Services,33.28,0.026210572,0,0.040950397,0.872287852,1875.396291,11.70016652,0.30714361,0.908955743
RNWK,"Realnetworks, Inc.",Communication Services,1.68,0,,,0,78.971345,N/A,0,0.413135583
ROAD,Construction Partners Inc,Industrials,33.81,0,,,0,1234.287132,0,N/A,1.249176544
ROCK,Gibraltar Industries Inc.,Industrials,68.95,0,,,0,2250.275643,35.20125838,0,1.070586652
ROG,Rogers Corp.,Technology,187.42,0,,,0,3510.215794,42.76370296,0,1.185141411
ROIC,Retail Opportunity Investments Corp,Real Estate,17.29,0.018969025,,,0.327974439,2053.666658,52.30406117,1.059006907,1.147362548
ROK,Rockwell Automation Inc,Industrials,311.55,0.013737763,0.049019608,0.070813991,4.25594018,36147.81369,23.47413059,0.32339971,0.792515572
ROKA,,N/A,0.65,,,,4.25594018,N/A,N/A,0.32339971,N/A
ROKU,Roku Inc,Communication Services,324.1,0,,,0,41138.36044,178.8499949,0,1.380028269
ROL,"Rollins, Inc.",Consumer Cyclical,37.14,0.007875175,0,-0.070009677,0.292484017,18259.06392,54.71782292,0.431074454,0.735699422
ROLL,RBC Bearings Inc.,Industrials,214.6,0,,,0,5455.294238,58.69505221,0,1.353526665
ROP,Roper Technologies Inc,Industrials,466.65,0.004821601,0.097560976,0.133966578,2.195880882,49196.0368,46.17178489,0.218713235,0.799377614
ROST,"Ross Stores, Inc.",Consumer Cyclical,114.62,0.009945908,,,0.852932751,40732.04645,30.39900057,0.226242109,1.524895784
RP,RealPage Inc.,Technology,88.72,0,,,0,0,0,0,
RPAI,Retail Properties of America Inc,Real Estate,12.83,0.019701453,,,0.252769636,2755.856659,141.2101178,2.768561185,1.522599792
RPD,Rapid7 Inc,Technology,120.38,0,,,0,6715.213757,N/A,0,0.980558236
RPM,"RPM International, Inc.",Basic Materials,78.61,0.019335962,0.055555556,0.048413171,1.51033527,10201.39272,20.45904782,0.390267512,0.780243797
RPT,RPT Realty,Real Estate,12.68,0.021151194,,,0.268197134,1029.278737,26.65420389,0.572703681,1.35128262
RRC,Range Resources Corp,Energy,18.95,0,,,0,4922.802461,N/A,0,0.916474739
RRD,R.R. Donnelley & Sons Co.,Industrials,4.38,0,,,0,318.864,2.011760252,0,0.935457119
RRGB,Red Robin Gourmet Burgers Inc,Consumer Cyclical,22.72,0,,,0,356.93997,N/A,0,1.79282509
RRR,Red Rock Resorts Inc,Consumer Cyclical,47.56,0,,,0,3346.967845,35.12770618,0,1.575860654
RRTS,Roadrunner Transportation Systems Inc,Industrials,4,0,,,0,151.570412,N/A,0,
RS,Reliance Steel & Aluminum Co.,Basic Materials,144.08,0.018535834,0.1,0.100973218,2.670642987,9186.005831,11.15889921,0.209791279,1.056435203
RSG,"Republic Services, Inc.",Industrials,123.44,0.014906027,0.049382716,0.058395026,1.689604359,39298.95758,35.01332642,0.481368763,0.69536184
RUBY,Rubius Therapeutics Inc,Healthcare,20.89,0,,,0,1875.376395,0,N/A,0.843366495
RUN,Sunrun Inc,Technology,44.91,0,,,0,9248.447033,N/A,0,1.762991181
RUSHA,Rush Enterprises Inc,Consumer Cyclical,43.13,0.015909386,,,0.686171838,2425.680242,13.60136055,0.220634032,1.019946664
RUSHB,Rush Enterprises Inc,Consumer Cyclical,45.04,0.015227785,,,0.685859419,2425.680242,0,N/A,1.633555973
RUTH,Ruths Hospitality Group Inc,Consumer Cyclical,20.23,0,,,0,704.250381,39.88279427,0,1.777069969
RVI,Retail Value Inc,Real Estate,26.13,0.044393416,,,1.159999967,551.79113,0,N/A,0.912706634
RVNC,Revance Therapeutics Inc,Healthcare,27.84,0,,,0,1999.739349,0,N/A,1.191744504
RVP,Retractable Technologies Inc,Healthcare,11.76,0,,,0,399.947063,0,N/A,1.884773832
RVSB,"Riverview Bancorp, Inc.",Financial Services,7.51,0.026474471,0,0.201124434,0.198823277,166.026026,0,N/A,0.795747917
RWT,Redwood Trust Inc.,Real Estate,12.69,0.047859079,,,0.607331707,1434.673305,3.76858336,0.190386115,1.01189717
RXN,Rexnord Corp,Industrials,61.48,0.004220022,,,0.259446933,7445.557348,47.97395199,0.205910264,1.333622497
RYAM,Rayonier Advanced Materials Inc,Basic Materials,7.05,0,,,0,449.348339,3.385023569,0,2.011199295
RYI,Ryerson Holding Corp.,Industrials,21.71,0.003684938,,,0.079999998,835.283436,0,N/A,2.048324256
RYN,Rayonier Inc.,Real Estate,37.31,0.028619729,0,0.015511278,1.067802085,5272.835825,67.99360178,1.958910447,0.928473221
RYTM,Rhythm Pharmaceuticals Inc.,Healthcare,13.29,0,,,0,667.247814,0,N/A,1.322468265
S,SentinelOne Inc,N/A,69.25,0,,,0,2886.240834,0,N/A,
SABR,Sabre Corp,Technology,11.31,0,,,0,3649.254244,N/A,0,2.023471789
SACH,Sachem Capital Corp,Real Estate,5.31,0.09039548,,,0.46371435,150.357588,0,N/A,0.479272059
SAFE,Safehold Inc,Real Estate,80.6,0.008312655,,,0.6545577,4298.336583,0,N/A,0.948033528
SAFM,"Sanderson Farms, Inc.",Consumer Defensive,190.91,0.009183013,0.375,0.128881321,1.753129063,4262.788344,14.42621669,0.130538277,0.78892008
SAFT,"Safety Insurance Group, Inc.",Financial Services,80.49,0.044008013,0,0.051547497,3.542204978,1205.933778,7.017158526,0.308554441,0.355982447
SAGE,Sage Therapeutics Inc,Healthcare,46.4,0,,,0,2728.837406,4.096424694,0,0.97110732
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,54.12,0.008103185,0.2,0.191357898,0.438544354,1606.637331,5.632896708,0.065650352,1.051671085
SAIA,Saia Inc.,Industrials,244.81,0,,,0,6447.094852,35.51335712,0,1.263040923
SAIC,Science Applications International Corp.,Technology,84.41,0.01742415,0,0.036019682,1.470772536,4859.161254,17.04968861,0.302628094,0.731700328
SAIL,SailPoint Technologies Holdings Inc,Technology,46.93,0,,,0,4361.769562,N/A,0,0.972861161
SAL,"Salisbury Bancorp, Inc.",Financial Services,49.53,0.023904072,0.068965517,0.020565146,1.183968683,141.739852,0,N/A,
SALM,Salem Media Group Inc,Communication Services,3,0,,,0,63.946347,10.25274122,0,1.751434053
SAM,"Boston Beer Co., Inc.",Consumer Defensive,517.06,0,,,0,5275.974243,22.13587129,0,0.985223474
SAMG,Silvercrest Asset Management Group Inc,Financial Services,15.69,0.040804689,0.0625,0.072145026,0.640225575,151.718534,0,N/A,1.144202124
SANM,Sanmina Corp,Technology,38.46,0,,,0,2503.550777,9.48174617,0,1.29797807
SANW,S&W Seed Co,Consumer Defensive,2.95,0,,,0,108.34473,0,N/A,0.150339977
SASR,Sandy Spring Bancorp,Financial Services,43.83,0.02849526,0.066666667,0.042402216,1.248947231,2069.970455,8.917404934,0.25488719,1.15695763
SATS,EchoStar Corp,Technology,26.12,0,,,0,1077.147165,7.619293665,0,1.105891969
SAVA,Cassava Sciences Inc,Healthcare,48.51,0,,,0,1941.112854,0,N/A,2.664410453
